sample_id,frame_id,view_id,split,image_path,binary_mask_path,source_image_member,indexed_mask_member,raw_labels_member,source,target_policy,width,height,total_pixels,dynamic_positive_pixels,dynamic_positive_pixel_rate,dynamic_positive_categories,static_negative_categories,context_negative_categories,unknown_categories,category_pixel_stats_json,category_indices_json
000001699_image-0,000001699,image_0,val,outputs/dynamic_mask_dataset_p217/images/000001699_image-0.png,outputs/dynamic_mask_dataset_p217/binary_masks/000001699_image-0_dynamic.png,"data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000001699/image_0.png_raw_labels_2d/source_image.png","data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000001699/image_0.png_raw_labels_2d/combined_indexedImage.png","data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000001699/image_0.png_raw_labels_2d/raw_labels_2d.json",TorWIC AnnotatedSemanticSet_Finetuning dataset-provided raw_labels_2d + combined_indexedImage,binary_dynamic_non_static_from_dataset_semantic_indices; positives=cart_pallet_jack|fork_truck|goods_material|misc_dynamic_feature|misc_non_static_feature|person|pylon_cone; all other indexed/background pixels=0; no admission labels,848,480,407040,322392,0.79204009,fork_truck|goods_material|misc_dynamic_feature|misc_non_static_feature|pylon_cone,misc_static_feature,ceiling|driveable_ground|wall_fence_pillar,,"{""cart_pallet_jack"":0,""ceiling"":2791,""driveable_ground"":45763,""ego_vehicle"":0,""fixed_machinery"":0,""fork_truck"":8090,""goods_material"":301718,""misc_dynamic_feature"":9484,""misc_non_static_feature"":2433,""misc_static_feature"":3264,""person"":0,""pylon_cone"":667,""rack_shelf"":0,""text_region"":0,""wall_fence_pillar"":32805}","{""cart_pallet_jack"":[],""ceiling"":[2],""driveable_ground"":[1],""ego_vehicle"":[],""fixed_machinery"":[],""fork_truck"":[9],""goods_material"":[7],""misc_dynamic_feature"":[10],""misc_non_static_feature"":[13],""misc_static_feature"":[5],""person"":[],""pylon_cone"":[11,12],""rack_shelf"":[],""text_region"":[],""wall_fence_pillar"":[4]}"
000001699_image-1,000001699,image_1,val,outputs/dynamic_mask_dataset_p217/images/000001699_image-1.png,outputs/dynamic_mask_dataset_p217/binary_masks/000001699_image-1_dynamic.png,"data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000001699/image_1.png_raw_labels_2d/source_image.png","data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000001699/image_1.png_raw_labels_2d/combined_indexedImage.png","data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000001699/image_1.png_raw_labels_2d/raw_labels_2d.json",TorWIC AnnotatedSemanticSet_Finetuning dataset-provided raw_labels_2d + combined_indexedImage,binary_dynamic_non_static_from_dataset_semantic_indices; positives=cart_pallet_jack|fork_truck|goods_material|misc_dynamic_feature|misc_non_static_feature|person|pylon_cone; all other indexed/background pixels=0; no admission labels,1280,720,921600,623361,0.67638997,goods_material|person,misc_static_feature|rack_shelf,driveable_ground|ego_vehicle|wall_fence_pillar,,"{""cart_pallet_jack"":0,""ceiling"":0,""driveable_ground"":209987,""ego_vehicle"":3865,""fixed_machinery"":0,""fork_truck"":0,""goods_material"":618306,""misc_dynamic_feature"":0,""misc_non_static_feature"":0,""misc_static_feature"":7082,""person"":5055,""pylon_cone"":0,""rack_shelf"":19191,""text_region"":0,""wall_fence_pillar"":58074}","{""cart_pallet_jack"":[],""ceiling"":[],""driveable_ground"":[1],""ego_vehicle"":[3],""fixed_machinery"":[],""fork_truck"":[],""goods_material"":[7],""misc_dynamic_feature"":[],""misc_non_static_feature"":[],""misc_static_feature"":[5],""person"":[9],""pylon_cone"":[],""rack_shelf"":[6],""text_region"":[],""wall_fence_pillar"":[4]}"
000001699_image-2,000001699,image_2,val,outputs/dynamic_mask_dataset_p217/images/000001699_image-2.png,outputs/dynamic_mask_dataset_p217/binary_masks/000001699_image-2_dynamic.png,"data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000001699/image_2.png_raw_labels_2d/source_image.png","data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000001699/image_2.png_raw_labels_2d/combined_indexedImage.png","data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000001699/image_2.png_raw_labels_2d/raw_labels_2d.json",TorWIC AnnotatedSemanticSet_Finetuning dataset-provided raw_labels_2d + combined_indexedImage,binary_dynamic_non_static_from_dataset_semantic_indices; positives=cart_pallet_jack|fork_truck|goods_material|misc_dynamic_feature|misc_non_static_feature|person|pylon_cone; all other indexed/background pixels=0; no admission labels,848,480,407040,289760,0.71187107,goods_material,,wall_fence_pillar,,"{""cart_pallet_jack"":0,""ceiling"":0,""driveable_ground"":0,""ego_vehicle"":0,""fixed_machinery"":0,""fork_truck"":0,""goods_material"":289760,""misc_dynamic_feature"":0,""misc_non_static_feature"":0,""misc_static_feature"":0,""person"":0,""pylon_cone"":0,""rack_shelf"":0,""text_region"":0,""wall_fence_pillar"":117280}","{""cart_pallet_jack"":[],""ceiling"":[],""driveable_ground"":[],""ego_vehicle"":[],""fixed_machinery"":[],""fork_truck"":[],""goods_material"":[7],""misc_dynamic_feature"":[],""misc_non_static_feature"":[],""misc_static_feature"":[],""person"":[],""pylon_cone"":[],""rack_shelf"":[],""text_region"":[],""wall_fence_pillar"":[4]}"
000001715_image-0,000001715,image_0,val,outputs/dynamic_mask_dataset_p217/images/000001715_image-0.png,outputs/dynamic_mask_dataset_p217/binary_masks/000001715_image-0_dynamic.png,"data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000001715/image_0.png_raw_labels_2d/source_image.png","data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000001715/image_0.png_raw_labels_2d/combined_indexedImage.png","data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000001715/image_0.png_raw_labels_2d/raw_labels_2d.json",TorWIC AnnotatedSemanticSet_Finetuning dataset-provided raw_labels_2d + combined_indexedImage,binary_dynamic_non_static_from_dataset_semantic_indices; positives=cart_pallet_jack|fork_truck|goods_material|misc_dynamic_feature|misc_non_static_feature|person|pylon_cone; all other indexed/background pixels=0; no admission labels,848,480,407040,77503,0.19040635,cart_pallet_jack|goods_material|misc_non_static_feature,misc_static_feature,driveable_ground|wall_fence_pillar,,"{""cart_pallet_jack"":2880,""ceiling"":0,""driveable_ground"":185863,""ego_vehicle"":0,""fixed_machinery"":0,""fork_truck"":0,""goods_material"":48540,""misc_dynamic_feature"":0,""misc_non_static_feature"":26083,""misc_static_feature"":12487,""person"":0,""pylon_cone"":0,""rack_shelf"":0,""text_region"":0,""wall_fence_pillar"":131187}","{""cart_pallet_jack"":[9,15],""ceiling"":[],""driveable_ground"":[1],""ego_vehicle"":[],""fixed_machinery"":[],""fork_truck"":[],""goods_material"":[7],""misc_dynamic_feature"":[],""misc_non_static_feature"":[10,14,16],""misc_static_feature"":[5],""person"":[],""pylon_cone"":[],""rack_shelf"":[],""text_region"":[],""wall_fence_pillar"":[4]}"
000001715_image-1,000001715,image_1,val,outputs/dynamic_mask_dataset_p217/images/000001715_image-1.png,outputs/dynamic_mask_dataset_p217/binary_masks/000001715_image-1_dynamic.png,"data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000001715/image_1.png_raw_labels_2d/source_image.png","data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000001715/image_1.png_raw_labels_2d/combined_indexedImage.png","data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000001715/image_1.png_raw_labels_2d/raw_labels_2d.json",TorWIC AnnotatedSemanticSet_Finetuning dataset-provided raw_labels_2d + combined_indexedImage,binary_dynamic_non_static_from_dataset_semantic_indices; positives=cart_pallet_jack|fork_truck|goods_material|misc_dynamic_feature|misc_non_static_feature|person|pylon_cone; all other indexed/background pixels=0; no admission labels,1280,720,921600,69424,0.07532986,fork_truck|goods_material|misc_dynamic_feature|misc_non_static_feature|person,fixed_machinery|misc_static_feature|rack_shelf,ceiling|driveable_ground|ego_vehicle|text_region|wall_fence_pillar,,"{""cart_pallet_jack"":0,""ceiling"":107802,""driveable_ground"":472497,""ego_vehicle"":3407,""fixed_machinery"":8155,""fork_truck"":237,""goods_material"":19154,""misc_dynamic_feature"":34300,""misc_non_static_feature"":6448,""misc_static_feature"":25754,""person"":9285,""pylon_cone"":0,""rack_shelf"":3510,""text_region"":1142,""wall_fence_pillar"":229909}","{""cart_pallet_jack"":[],""ceiling"":[2],""driveable_ground"":[1],""ego_vehicle"":[3],""fixed_machinery"":[8],""fork_truck"":[30],""goods_material"":[7],""misc_dynamic_feature"":[9,10,11,12,13,18,23,25,26,31],""misc_non_static_feature"":[14,17,21,22,27,28,29],""misc_static_feature"":[5],""person"":[16],""pylon_cone"":[],""rack_shelf"":[6],""text_region"":[20],""wall_fence_pillar"":[4]}"
000001715_image-2,000001715,image_2,val,outputs/dynamic_mask_dataset_p217/images/000001715_image-2.png,outputs/dynamic_mask_dataset_p217/binary_masks/000001715_image-2_dynamic.png,"data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000001715/image_2.png_raw_labels_2d/source_image.png","data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000001715/image_2.png_raw_labels_2d/combined_indexedImage.png","data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000001715/image_2.png_raw_labels_2d/raw_labels_2d.json",TorWIC AnnotatedSemanticSet_Finetuning dataset-provided raw_labels_2d + combined_indexedImage,binary_dynamic_non_static_from_dataset_semantic_indices; positives=cart_pallet_jack|fork_truck|goods_material|misc_dynamic_feature|misc_non_static_feature|person|pylon_cone; all other indexed/background pixels=0; no admission labels,848,480,407040,73797,0.18130159,cart_pallet_jack|fork_truck|goods_material|misc_non_static_feature|pylon_cone,misc_static_feature|rack_shelf,ceiling|driveable_ground|wall_fence_pillar,,"{""cart_pallet_jack"":1222,""ceiling"":18957,""driveable_ground"":138797,""ego_vehicle"":0,""fixed_machinery"":0,""fork_truck"":11876,""goods_material"":46108,""misc_dynamic_feature"":0,""misc_non_static_feature"":13331,""misc_static_feature"":24186,""person"":0,""pylon_cone"":1260,""rack_shelf"":8487,""text_region"":0,""wall_fence_pillar"":142816}","{""cart_pallet_jack"":[15],""ceiling"":[2],""driveable_ground"":[1],""ego_vehicle"":[],""fixed_machinery"":[],""fork_truck"":[18],""goods_material"":[7],""misc_dynamic_feature"":[],""misc_non_static_feature"":[19,22,23,24,29,30],""misc_static_feature"":[5],""person"":[],""pylon_cone"":[14],""rack_shelf"":[6],""text_region"":[],""wall_fence_pillar"":[4]}"
000001753_image-0,000001753,image_0,val,outputs/dynamic_mask_dataset_p217/images/000001753_image-0.png,outputs/dynamic_mask_dataset_p217/binary_masks/000001753_image-0_dynamic.png,"data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000001753/image_0.png_raw_labels_2d/source_image.png","data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000001753/image_0.png_raw_labels_2d/combined_indexedImage.png","data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000001753/image_0.png_raw_labels_2d/raw_labels_2d.json",TorWIC AnnotatedSemanticSet_Finetuning dataset-provided raw_labels_2d + combined_indexedImage,binary_dynamic_non_static_from_dataset_semantic_indices; positives=cart_pallet_jack|fork_truck|goods_material|misc_dynamic_feature|misc_non_static_feature|person|pylon_cone; all other indexed/background pixels=0; no admission labels,848,480,407040,39231,0.09638119,cart_pallet_jack|goods_material|misc_dynamic_feature|misc_non_static_feature,misc_static_feature,driveable_ground|wall_fence_pillar,,"{""cart_pallet_jack"":5956,""ceiling"":0,""driveable_ground"":194967,""ego_vehicle"":0,""fixed_machinery"":0,""fork_truck"":0,""goods_material"":4276,""misc_dynamic_feature"":11974,""misc_non_static_feature"":17025,""misc_static_feature"":27488,""person"":0,""pylon_cone"":0,""rack_shelf"":0,""text_region"":0,""wall_fence_pillar"":145354}","{""cart_pallet_jack"":[12,13,14],""ceiling"":[],""driveable_ground"":[1],""ego_vehicle"":[],""fixed_machinery"":[],""fork_truck"":[],""goods_material"":[7],""misc_dynamic_feature"":[10,11],""misc_non_static_feature"":[9,16],""misc_static_feature"":[5],""person"":[],""pylon_cone"":[],""rack_shelf"":[],""text_region"":[],""wall_fence_pillar"":[4]}"
000001753_image-1,000001753,image_1,val,outputs/dynamic_mask_dataset_p217/images/000001753_image-1.png,outputs/dynamic_mask_dataset_p217/binary_masks/000001753_image-1_dynamic.png,"data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000001753/image_1.png_raw_labels_2d/source_image.png","data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000001753/image_1.png_raw_labels_2d/combined_indexedImage.png","data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000001753/image_1.png_raw_labels_2d/raw_labels_2d.json",TorWIC AnnotatedSemanticSet_Finetuning dataset-provided raw_labels_2d + combined_indexedImage,binary_dynamic_non_static_from_dataset_semantic_indices; positives=cart_pallet_jack|fork_truck|goods_material|misc_dynamic_feature|misc_non_static_feature|person|pylon_cone; all other indexed/background pixels=0; no admission labels,1280,720,921600,127097,0.13790907,cart_pallet_jack|goods_material|misc_dynamic_feature|misc_non_static_feature,misc_static_feature,driveable_ground|ego_vehicle|wall_fence_pillar,,"{""cart_pallet_jack"":5178,""ceiling"":0,""driveable_ground"":374324,""ego_vehicle"":3850,""fixed_machinery"":0,""fork_truck"":0,""goods_material"":86767,""misc_dynamic_feature"":33933,""misc_non_static_feature"":1219,""misc_static_feature"":27177,""person"":0,""pylon_cone"":0,""rack_shelf"":0,""text_region"":0,""wall_fence_pillar"":389152}","{""cart_pallet_jack"":[12],""ceiling"":[],""driveable_ground"":[1],""ego_vehicle"":[3],""fixed_machinery"":[],""fork_truck"":[],""goods_material"":[7],""misc_dynamic_feature"":[10],""misc_non_static_feature"":[11],""misc_static_feature"":[5],""person"":[],""pylon_cone"":[],""rack_shelf"":[],""text_region"":[],""wall_fence_pillar"":[4]}"
000001753_image-2,000001753,image_2,val,outputs/dynamic_mask_dataset_p217/images/000001753_image-2.png,outputs/dynamic_mask_dataset_p217/binary_masks/000001753_image-2_dynamic.png,"data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000001753/image_2.png_raw_labels_2d/source_image.png","data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000001753/image_2.png_raw_labels_2d/combined_indexedImage.png","data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000001753/image_2.png_raw_labels_2d/raw_labels_2d.json",TorWIC AnnotatedSemanticSet_Finetuning dataset-provided raw_labels_2d + combined_indexedImage,binary_dynamic_non_static_from_dataset_semantic_indices; positives=cart_pallet_jack|fork_truck|goods_material|misc_dynamic_feature|misc_non_static_feature|person|pylon_cone; all other indexed/background pixels=0; no admission labels,848,480,407040,347580,0.85392099,goods_material|misc_non_static_feature,misc_static_feature,driveable_ground|wall_fence_pillar,,"{""cart_pallet_jack"":0,""ceiling"":0,""driveable_ground"":979,""ego_vehicle"":0,""fixed_machinery"":0,""fork_truck"":0,""goods_material"":104787,""misc_dynamic_feature"":0,""misc_non_static_feature"":242793,""misc_static_feature"":16033,""person"":0,""pylon_cone"":0,""rack_shelf"":0,""text_region"":0,""wall_fence_pillar"":42447}","{""cart_pallet_jack"":[],""ceiling"":[],""driveable_ground"":[1],""ego_vehicle"":[],""fixed_machinery"":[],""fork_truck"":[],""goods_material"":[7],""misc_dynamic_feature"":[],""misc_non_static_feature"":[9],""misc_static_feature"":[5],""person"":[],""pylon_cone"":[],""rack_shelf"":[],""text_region"":[],""wall_fence_pillar"":[4]}"
000001755_image-0,000001755,image_0,val,outputs/dynamic_mask_dataset_p217/images/000001755_image-0.png,outputs/dynamic_mask_dataset_p217/binary_masks/000001755_image-0_dynamic.png,"data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000001755/image_0.png_raw_labels_2d/source_image.png","data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000001755/image_0.png_raw_labels_2d/combined_indexedImage.png","data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000001755/image_0.png_raw_labels_2d/raw_labels_2d.json",TorWIC AnnotatedSemanticSet_Finetuning dataset-provided raw_labels_2d + combined_indexedImage,binary_dynamic_non_static_from_dataset_semantic_indices; positives=cart_pallet_jack|fork_truck|goods_material|misc_dynamic_feature|misc_non_static_feature|person|pylon_cone; all other indexed/background pixels=0; no admission labels,848,480,407040,30090,0.07392394,cart_pallet_jack|goods_material|misc_dynamic_feature|misc_non_static_feature|person,fixed_machinery|misc_static_feature|rack_shelf,ceiling|driveable_ground|wall_fence_pillar,,"{""cart_pallet_jack"":388,""ceiling"":12215,""driveable_ground"":183181,""ego_vehicle"":0,""fixed_machinery"":4256,""fork_truck"":0,""goods_material"":12386,""misc_dynamic_feature"":15703,""misc_non_static_feature"":1454,""misc_static_feature"":18887,""person"":159,""pylon_cone"":0,""rack_shelf"":6155,""text_region"":0,""wall_fence_pillar"":152256}","{""cart_pallet_jack"":[20],""ceiling"":[2],""driveable_ground"":[1],""ego_vehicle"":[],""fixed_machinery"":[8],""fork_truck"":[],""goods_material"":[7],""misc_dynamic_feature"":[10,11,15,16,17,18],""misc_non_static_feature"":[14,19],""misc_static_feature"":[5],""person"":[13],""pylon_cone"":[],""rack_shelf"":[6],""text_region"":[],""wall_fence_pillar"":[4]}"
000001755_image-1,000001755,image_1,val,outputs/dynamic_mask_dataset_p217/images/000001755_image-1.png,outputs/dynamic_mask_dataset_p217/binary_masks/000001755_image-1_dynamic.png,"data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000001755/image_1.png_raw_labels_2d/source_image.png","data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000001755/image_1.png_raw_labels_2d/combined_indexedImage.png","data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000001755/image_1.png_raw_labels_2d/raw_labels_2d.json",TorWIC AnnotatedSemanticSet_Finetuning dataset-provided raw_labels_2d + combined_indexedImage,binary_dynamic_non_static_from_dataset_semantic_indices; positives=cart_pallet_jack|fork_truck|goods_material|misc_dynamic_feature|misc_non_static_feature|person|pylon_cone; all other indexed/background pixels=0; no admission labels,1280,720,921600,109434,0.11874349,cart_pallet_jack|fork_truck|goods_material|misc_non_static_feature|person,misc_static_feature,ceiling|driveable_ground|ego_vehicle|wall_fence_pillar,,"{""cart_pallet_jack"":3053,""ceiling"":8912,""driveable_ground"":446694,""ego_vehicle"":3606,""fixed_machinery"":0,""fork_truck"":10928,""goods_material"":182,""misc_dynamic_feature"":0,""misc_non_static_feature"":35017,""misc_static_feature"":50989,""person"":60254,""pylon_cone"":0,""rack_shelf"":0,""text_region"":0,""wall_fence_pillar"":301965}","{""cart_pallet_jack"":[20,21],""ceiling"":[2],""driveable_ground"":[1],""ego_vehicle"":[3],""fixed_machinery"":[],""fork_truck"":[22],""goods_material"":[7],""misc_dynamic_feature"":[],""misc_non_static_feature"":[16,17,23,24],""misc_static_feature"":[5],""person"":[9],""pylon_cone"":[],""rack_shelf"":[],""text_region"":[],""wall_fence_pillar"":[4]}"
000001755_image-2,000001755,image_2,val,outputs/dynamic_mask_dataset_p217/images/000001755_image-2.png,outputs/dynamic_mask_dataset_p217/binary_masks/000001755_image-2_dynamic.png,"data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000001755/image_2.png_raw_labels_2d/source_image.png","data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000001755/image_2.png_raw_labels_2d/combined_indexedImage.png","data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000001755/image_2.png_raw_labels_2d/raw_labels_2d.json",TorWIC AnnotatedSemanticSet_Finetuning dataset-provided raw_labels_2d + combined_indexedImage,binary_dynamic_non_static_from_dataset_semantic_indices; positives=cart_pallet_jack|fork_truck|goods_material|misc_dynamic_feature|misc_non_static_feature|person|pylon_cone; all other indexed/background pixels=0; no admission labels,848,480,407040,103207,0.25355493,cart_pallet_jack|goods_material|misc_dynamic_feature|misc_non_static_feature,misc_static_feature,ceiling|driveable_ground|wall_fence_pillar,,"{""cart_pallet_jack"":7119,""ceiling"":11195,""driveable_ground"":148326,""ego_vehicle"":0,""fixed_machinery"":0,""fork_truck"":0,""goods_material"":54545,""misc_dynamic_feature"":14849,""misc_non_static_feature"":26694,""misc_static_feature"":11107,""person"":0,""pylon_cone"":0,""rack_shelf"":0,""text_region"":0,""wall_fence_pillar"":133188}","{""cart_pallet_jack"":[9,11,22],""ceiling"":[2],""driveable_ground"":[1],""ego_vehicle"":[],""fixed_machinery"":[],""fork_truck"":[],""goods_material"":[7],""misc_dynamic_feature"":[18,21],""misc_non_static_feature"":[12,19,20,23],""misc_static_feature"":[5],""person"":[],""pylon_cone"":[],""rack_shelf"":[],""text_region"":[],""wall_fence_pillar"":[4]}"
000001792_image-0,000001792,image_0,val,outputs/dynamic_mask_dataset_p217/images/000001792_image-0.png,outputs/dynamic_mask_dataset_p217/binary_masks/000001792_image-0_dynamic.png,"data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000001792/image_0.png_raw_labels_2d/source_image.png","data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000001792/image_0.png_raw_labels_2d/combined_indexedImage.png","data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000001792/image_0.png_raw_labels_2d/raw_labels_2d.json",TorWIC AnnotatedSemanticSet_Finetuning dataset-provided raw_labels_2d + combined_indexedImage,binary_dynamic_non_static_from_dataset_semantic_indices; positives=cart_pallet_jack|fork_truck|goods_material|misc_dynamic_feature|misc_non_static_feature|person|pylon_cone; all other indexed/background pixels=0; no admission labels,848,480,407040,329689,0.80996708,cart_pallet_jack|goods_material|misc_non_static_feature,misc_static_feature,ceiling|driveable_ground|wall_fence_pillar,,"{""cart_pallet_jack"":1128,""ceiling"":11567,""driveable_ground"":41069,""ego_vehicle"":0,""fixed_machinery"":0,""fork_truck"":0,""goods_material"":326121,""misc_dynamic_feature"":0,""misc_non_static_feature"":2440,""misc_static_feature"":2052,""person"":0,""pylon_cone"":0,""rack_shelf"":0,""text_region"":0,""wall_fence_pillar"":22663}","{""cart_pallet_jack"":[13,15],""ceiling"":[2],""driveable_ground"":[1],""ego_vehicle"":[],""fixed_machinery"":[],""fork_truck"":[],""goods_material"":[7],""misc_dynamic_feature"":[],""misc_non_static_feature"":[11,12],""misc_static_feature"":[5],""person"":[],""pylon_cone"":[],""rack_shelf"":[],""text_region"":[],""wall_fence_pillar"":[4]}"
000001792_image-1,000001792,image_1,val,outputs/dynamic_mask_dataset_p217/images/000001792_image-1.png,outputs/dynamic_mask_dataset_p217/binary_masks/000001792_image-1_dynamic.png,"data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000001792/image_1.png_raw_labels_2d/source_image.png","data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000001792/image_1.png_raw_labels_2d/combined_indexedImage.png","data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000001792/image_1.png_raw_labels_2d/raw_labels_2d.json",TorWIC AnnotatedSemanticSet_Finetuning dataset-provided raw_labels_2d + combined_indexedImage,binary_dynamic_non_static_from_dataset_semantic_indices; positives=cart_pallet_jack|fork_truck|goods_material|misc_dynamic_feature|misc_non_static_feature|person|pylon_cone; all other indexed/background pixels=0; no admission labels,1280,720,921600,473850,0.51416016,cart_pallet_jack|goods_material|misc_non_static_feature,misc_static_feature,driveable_ground|ego_vehicle|wall_fence_pillar,,"{""cart_pallet_jack"":56064,""ceiling"":0,""driveable_ground"":269172,""ego_vehicle"":3979,""fixed_machinery"":0,""fork_truck"":0,""goods_material"":415061,""misc_dynamic_feature"":0,""misc_non_static_feature"":2725,""misc_static_feature"":20013,""person"":0,""pylon_cone"":0,""rack_shelf"":0,""text_region"":0,""wall_fence_pillar"":154585}","{""cart_pallet_jack"":[9],""ceiling"":[],""driveable_ground"":[1],""ego_vehicle"":[3],""fixed_machinery"":[],""fork_truck"":[],""goods_material"":[7],""misc_dynamic_feature"":[],""misc_non_static_feature"":[10],""misc_static_feature"":[5],""person"":[],""pylon_cone"":[],""rack_shelf"":[],""text_region"":[],""wall_fence_pillar"":[4]}"
