sample_id,source,split,cluster_id,target_admit,canonical_label,resolved_label,observation_id,session_id,frame_id,frame_index,tracklet_id,physical_key,join_distance,dedup_status,label_source,session_count,frame_count,support_count,dynamic_ratio,label_purity,mean_center_x,mean_center_y,mean_size_x,mean_size_y,is_forklift_like,is_infrastructure_like,cluster_session_count,cluster_frame_count,cluster_support_count,cluster_dynamic_ratio,cluster_label_purity,semantic_gate_score,mask_area_px,bbox_width,bbox_height,observation_index_path
cross_month:obs_torwic_cross_month_aisle_bundle_v1__2022-06-23__Aisle_CW_Run_2_000007_005,cross_month,val,cluster_0004,0,forklift,forklift,obs_torwic_cross_month_aisle_bundle_v1__2022-06-23__Aisle_CW_Run_2_000007_005,torwic_cross_month_aisle_bundle_v1__2022-06-23__Aisle_CW_Run_2,torwic_cross_month_aisle_bundle_v1__2022-06-23__Aisle_CW_Run_2_000007,7,trk_torwic_cross_month_aisle_bundle_v1__2022-06-23__Aisle_CW_Run_2_005,2022-06-23__Aisle_CW_Run_2::000007::forklift_005,0.43398,raw,weak_cluster_selection_v5_nearest_label_geometry_join,1.0,1.0,2631.0,1.0,0.3539747893810272,186.76016723679209,353.3063473964272,57.0,52.0,1,0,4.0,61.0,59.0,0.9152542372881356,0.9152542372881356,0.3539747893810272,2631.0,57.0,52.0,outputs/torwic_cross_month_aisle_bundle_v1__2022-06-23__Aisle_CW_Run_2/observation_output/observations_index.json
cross_month:obs_torwic_cross_month_aisle_bundle_v1__2022-06-23__Aisle_CW_Run_2_000007_006,cross_month,val,cluster_0004,0,forklift,forklift,obs_torwic_cross_month_aisle_bundle_v1__2022-06-23__Aisle_CW_Run_2_000007_006,torwic_cross_month_aisle_bundle_v1__2022-06-23__Aisle_CW_Run_2,torwic_cross_month_aisle_bundle_v1__2022-06-23__Aisle_CW_Run_2_000007,7,trk_torwic_cross_month_aisle_bundle_v1__2022-06-23__Aisle_CW_Run_2_006,2022-06-23__Aisle_CW_Run_2::000007::forklift_006,0.259172,raw,weak_cluster_selection_v5_nearest_label_geometry_join,1.0,1.0,4604.0,1.0,0.31790265440940857,74.27736750651607,367.60403996524764,160.0,35.0,1,0,4.0,61.0,59.0,0.9152542372881356,0.9152542372881356,0.31790265440940857,4604.0,160.0,35.0,outputs/torwic_cross_month_aisle_bundle_v1__2022-06-23__Aisle_CW_Run_2/observation_output/observations_index.json
cross_month:obs_torwic_cross_month_aisle_bundle_v1__2022-06-23__Aisle_CW_Run_2_000007_007,cross_month,val,cluster_0004,0,forklift,forklift,obs_torwic_cross_month_aisle_bundle_v1__2022-06-23__Aisle_CW_Run_2_000007_007,torwic_cross_month_aisle_bundle_v1__2022-06-23__Aisle_CW_Run_2,torwic_cross_month_aisle_bundle_v1__2022-06-23__Aisle_CW_Run_2_000007,7,trk_torwic_cross_month_aisle_bundle_v1__2022-06-23__Aisle_CW_Run_2_007,2022-06-23__Aisle_CW_Run_2::000007::fork_007,0.359252,raw,weak_cluster_selection_v5_nearest_label_geometry_join,1.0,1.0,8080.0,1.0,0.26248812675476074,119.44430693069307,361.27660891089107,225.0,62.0,1,0,4.0,61.0,59.0,0.9152542372881356,0.9152542372881356,0.26248812675476074,8080.0,225.0,62.0,outputs/torwic_cross_month_aisle_bundle_v1__2022-06-23__Aisle_CW_Run_2/observation_output/observations_index.json
cross_month:obs_torwic_cross_month_aisle_bundle_v1__2022-06-23__Aisle_CW_Run_2_000007_008,cross_month,val,cluster_0008,1,warehouse rack,warehouse rack,obs_torwic_cross_month_aisle_bundle_v1__2022-06-23__Aisle_CW_Run_2_000007_008,torwic_cross_month_aisle_bundle_v1__2022-06-23__Aisle_CW_Run_2,torwic_cross_month_aisle_bundle_v1__2022-06-23__Aisle_CW_Run_2_000007,7,trk_torwic_cross_month_aisle_bundle_v1__2022-06-23__Aisle_CW_Run_2_008,2022-06-23__Aisle_CW_Run_2::000007::warehouse_rack_008,0.154099,raw,weak_cluster_selection_v5_nearest_label_geometry_join,1.0,1.0,38151.0,0.0,0.2658180594444275,957.9020995517811,332.31831406778326,411.0,119.0,0,1,3.0,20.0,20.0,0.0,0.85,0.2658180594444275,38151.0,411.0,119.0,outputs/torwic_cross_month_aisle_bundle_v1__2022-06-23__Aisle_CW_Run_2/observation_output/observations_index.json
cross_month:obs_torwic_cross_month_aisle_bundle_v1__2022-06-23__Aisle_CW_Run_2_000007_009,cross_month,val,cluster_0008,1,warehouse rack,warehouse rack,obs_torwic_cross_month_aisle_bundle_v1__2022-06-23__Aisle_CW_Run_2_000007_009,torwic_cross_month_aisle_bundle_v1__2022-06-23__Aisle_CW_Run_2,torwic_cross_month_aisle_bundle_v1__2022-06-23__Aisle_CW_Run_2_000007,7,trk_torwic_cross_month_aisle_bundle_v1__2022-06-23__Aisle_CW_Run_2_009,2022-06-23__Aisle_CW_Run_2::000007::warehouse_rack_009,0.234266,raw,weak_cluster_selection_v5_nearest_label_geometry_join,1.0,1.0,20758.0,0.0,0.2998415231704712,982.8942094614125,347.00717795548707,271.0,91.0,0,1,3.0,20.0,20.0,0.0,0.85,0.2998415231704712,20758.0,271.0,91.0,outputs/torwic_cross_month_aisle_bundle_v1__2022-06-23__Aisle_CW_Run_2/observation_output/observations_index.json
cross_month:obs_torwic_cross_month_aisle_bundle_v1__2022-10-12__Aisle_CCW_000007_001,cross_month,val,cluster_0013,1,work table,work table,obs_torwic_cross_month_aisle_bundle_v1__2022-10-12__Aisle_CCW_000007_001,torwic_cross_month_aisle_bundle_v1__2022-10-12__Aisle_CCW,torwic_cross_month_aisle_bundle_v1__2022-10-12__Aisle_CCW_000007,7,trk_torwic_cross_month_aisle_bundle_v1__2022-10-12__Aisle_CCW_001,2022-10-12__Aisle_CCW::000007::work_table_001,0.088816,raw,weak_cluster_selection_v5_nearest_label_geometry_join,1.0,1.0,11264.0,0.0,0.6173298358917236,907.3724254261364,282.630859375,323.0,86.0,0,1,2.0,9.0,9.0,0.0,1.0,0.6173298358917236,11264.0,323.0,86.0,outputs/torwic_cross_month_aisle_bundle_v1__2022-10-12__Aisle_CCW/observation_output/observations_index.json
cross_month:obs_torwic_cross_month_aisle_bundle_v1__2022-10-12__Aisle_CCW_000007_002,cross_month,val,cluster_0014,1,barrier,barrier,obs_torwic_cross_month_aisle_bundle_v1__2022-10-12__Aisle_CCW_000007_002,torwic_cross_month_aisle_bundle_v1__2022-10-12__Aisle_CCW,torwic_cross_month_aisle_bundle_v1__2022-10-12__Aisle_CCW_000007,7,trk_torwic_cross_month_aisle_bundle_v1__2022-10-12__Aisle_CCW_002,2022-10-12__Aisle_CCW::000007::barrier_002,0.104017,raw,weak_cluster_selection_v5_nearest_label_geometry_join,1.0,1.0,8340.0,0.0,0.25387507677078247,478.49052757793766,347.35551558752996,111.0,82.0,0,1,2.0,7.0,7.0,0.0,1.0,0.25387507677078247,8340.0,111.0,82.0,outputs/torwic_cross_month_aisle_bundle_v1__2022-10-12__Aisle_CCW/observation_output/observations_index.json
cross_month:obs_torwic_cross_month_aisle_bundle_v1__2022-10-12__Aisle_CCW_000007_003,cross_month,val,cluster_0011,0,forklift,forklift,obs_torwic_cross_month_aisle_bundle_v1__2022-10-12__Aisle_CCW_000007_003,torwic_cross_month_aisle_bundle_v1__2022-10-12__Aisle_CCW,torwic_cross_month_aisle_bundle_v1__2022-10-12__Aisle_CCW_000007,7,trk_torwic_cross_month_aisle_bundle_v1__2022-10-12__Aisle_CCW_003,2022-10-12__Aisle_CCW::000007::forklift_003,0.067957,raw,weak_cluster_selection_v5_nearest_label_geometry_join,1.0,1.0,13408.0,1.0,0.25415515899658203,1163.4843377088305,316.4958233890215,169.0,184.0,1,0,2.0,13.0,13.0,1.0,1.0,0.25415515899658203,13408.0,169.0,184.0,outputs/torwic_cross_month_aisle_bundle_v1__2022-10-12__Aisle_CCW/observation_output/observations_index.json
cross_month:obs_torwic_cross_month_aisle_bundle_v1__2022-10-12__Aisle_CCW_000007_004,cross_month,val,cluster_0007,0,forklift,forklift,obs_torwic_cross_month_aisle_bundle_v1__2022-10-12__Aisle_CCW_000007_004,torwic_cross_month_aisle_bundle_v1__2022-10-12__Aisle_CCW,torwic_cross_month_aisle_bundle_v1__2022-10-12__Aisle_CCW_000007,7,trk_torwic_cross_month_aisle_bundle_v1__2022-10-12__Aisle_CCW_004,2022-10-12__Aisle_CCW::000007::forklift_004,0.211808,raw,weak_cluster_selection_v5_nearest_label_geometry_join,1.0,1.0,36153.0,1.0,0.2708553075790405,882.7073825132078,272.5088097806544,329.0,264.0,1,0,2.0,8.0,8.0,0.75,0.75,0.2708553075790405,36153.0,329.0,264.0,outputs/torwic_cross_month_aisle_bundle_v1__2022-10-12__Aisle_CCW/observation_output/observations_index.json
cross_month:obs_torwic_cross_month_aisle_bundle_v1__2022-10-12__Aisle_CW_000007_001,cross_month,val,cluster_0011,0,forklift,forklift,obs_torwic_cross_month_aisle_bundle_v1__2022-10-12__Aisle_CW_000007_001,torwic_cross_month_aisle_bundle_v1__2022-10-12__Aisle_CW,torwic_cross_month_aisle_bundle_v1__2022-10-12__Aisle_CW_000007,7,trk_torwic_cross_month_aisle_bundle_v1__2022-10-12__Aisle_CW_001,2022-10-12__Aisle_CW::000007::forklift_001,0.074332,raw,weak_cluster_selection_v5_nearest_label_geometry_join,1.0,1.0,16067.0,1.0,0.4134886860847473,1197.1705358809984,315.6603597435738,183.0,192.0,1,0,2.0,13.0,13.0,1.0,1.0,0.4134886860847473,16067.0,183.0,192.0,outputs/torwic_cross_month_aisle_bundle_v1__2022-10-12__Aisle_CW/observation_output/observations_index.json
cross_month:obs_torwic_cross_month_aisle_bundle_v1__2022-10-12__Aisle_CW_000007_002,cross_month,val,cluster_0005,1,work table,work table,obs_torwic_cross_month_aisle_bundle_v1__2022-10-12__Aisle_CW_000007_002,torwic_cross_month_aisle_bundle_v1__2022-10-12__Aisle_CW,torwic_cross_month_aisle_bundle_v1__2022-10-12__Aisle_CW_000007,7,trk_torwic_cross_month_aisle_bundle_v1__2022-10-12__Aisle_CW_002,2022-10-12__Aisle_CW::000007::work_table_002,0.379861,raw,weak_cluster_selection_v5_nearest_label_geometry_join,1.0,1.0,5993.0,0.0,0.3637877404689789,203.64358418154512,357.9839813115301,137.0,56.0,0,1,5.0,60.0,60.0,0.0,0.95,0.3637877404689789,5993.0,137.0,56.0,outputs/torwic_cross_month_aisle_bundle_v1__2022-10-12__Aisle_CW/observation_output/observations_index.json
cross_month:obs_torwic_cross_month_aisle_bundle_v1__2022-10-12__Aisle_CW_000007_003,cross_month,val,cluster_0012,0,forklift,forklift,obs_torwic_cross_month_aisle_bundle_v1__2022-10-12__Aisle_CW_000007_003,torwic_cross_month_aisle_bundle_v1__2022-10-12__Aisle_CW,torwic_cross_month_aisle_bundle_v1__2022-10-12__Aisle_CW_000007,7,trk_torwic_cross_month_aisle_bundle_v1__2022-10-12__Aisle_CW_003,2022-10-12__Aisle_CW::000007::forklift_003,0.054269,raw,weak_cluster_selection_v5_nearest_label_geometry_join,1.0,1.0,28955.0,1.0,0.28201380372047424,921.1444310136419,244.67591089621828,261.0,276.0,1,0,2.0,9.0,9.0,0.7777777777777778,0.7777777777777778,0.28201380372047424,28955.0,261.0,276.0,outputs/torwic_cross_month_aisle_bundle_v1__2022-10-12__Aisle_CW/observation_output/observations_index.json
cross_month:obs_torwic_cross_month_aisle_bundle_v1__2022-10-12__Aisle_CW_000007_004,cross_month,val,cluster_0014,1,barrier,barrier,obs_torwic_cross_month_aisle_bundle_v1__2022-10-12__Aisle_CW_000007_004,torwic_cross_month_aisle_bundle_v1__2022-10-12__Aisle_CW,torwic_cross_month_aisle_bundle_v1__2022-10-12__Aisle_CW_000007,7,trk_torwic_cross_month_aisle_bundle_v1__2022-10-12__Aisle_CW_004,2022-10-12__Aisle_CW::000007::barrier_004,0.624144,raw,weak_cluster_selection_v5_nearest_label_geometry_join,1.0,1.0,3051.0,0.0,0.252056360244751,635.4224844313339,385.1799410029499,202.0,25.0,0,1,2.0,7.0,7.0,0.0,1.0,0.252056360244751,3051.0,202.0,25.0,outputs/torwic_cross_month_aisle_bundle_v1__2022-10-12__Aisle_CW/observation_output/observations_index.json
hallway:obs_torwic_hallway_benchmark_batch2_v1__2022-06-15__Hallway_Full_CCW_000007_001,hallway,test,cluster_0001,1,barrier,barrier,obs_torwic_hallway_benchmark_batch2_v1__2022-06-15__Hallway_Full_CCW_000007_001,torwic_hallway_benchmark_batch2_v1__2022-06-15__Hallway_Full_CCW,torwic_hallway_benchmark_batch2_v1__2022-06-15__Hallway_Full_CCW_000007,7,trk_torwic_hallway_benchmark_batch2_v1__2022-06-15__Hallway_Full_CCW_001,2022-06-15__Hallway_Full_CCW::000007::barrier_001,0.290745,raw,weak_cluster_selection_v5_nearest_label_geometry_join,1.0,1.0,13833.0,0.0,0.48250800371170044,333.1878117545001,455.1132075471698,141.0,108.0,0,1,9.0,61.0,61.0,0.0,1.0,0.48250800371170044,13833.0,141.0,108.0,outputs/torwic_hallway_benchmark_batch2_v1__2022-06-15__Hallway_Full_CCW/observation_output/observations_index.json
hallway:obs_torwic_hallway_benchmark_batch2_v1__2022-06-15__Hallway_Full_CCW_000007_002,hallway,test,cluster_0002,0,forklift,forklift,obs_torwic_hallway_benchmark_batch2_v1__2022-06-15__Hallway_Full_CCW_000007_002,torwic_hallway_benchmark_batch2_v1__2022-06-15__Hallway_Full_CCW,torwic_hallway_benchmark_batch2_v1__2022-06-15__Hallway_Full_CCW_000007,7,trk_torwic_hallway_benchmark_batch2_v1__2022-06-15__Hallway_Full_CCW_002,2022-06-15__Hallway_Full_CCW::000007::forklift_002,0.240067,raw,weak_cluster_selection_v5_nearest_label_geometry_join,1.0,1.0,9049.0,1.0,0.4187856912612915,79.30876339927063,313.76737761078573,141.0,150.0,1,0,8.0,109.0,109.0,0.944954128440367,0.944954128440367,0.4187856912612915,9049.0,141.0,150.0,outputs/torwic_hallway_benchmark_batch2_v1__2022-06-15__Hallway_Full_CCW/observation_output/observations_index.json
hallway:obs_torwic_hallway_benchmark_batch2_v1__2022-06-15__Hallway_Full_CCW_000007_003,hallway,test,cluster_0010,0,forklift,forklift,obs_torwic_hallway_benchmark_batch2_v1__2022-06-15__Hallway_Full_CCW_000007_003,torwic_hallway_benchmark_batch2_v1__2022-06-15__Hallway_Full_CCW,torwic_hallway_benchmark_batch2_v1__2022-06-15__Hallway_Full_CCW_000007,7,trk_torwic_hallway_benchmark_batch2_v1__2022-06-15__Hallway_Full_CCW_003,2022-06-15__Hallway_Full_CCW::000007::rack_forklift_003,0.0,raw,weak_cluster_selection_v5_nearest_label_geometry_join,1.0,1.0,20178.0,1.0,0.34790676832199097,1038.546783625731,324.7928932500743,225.0,122.0,1,0,1.0,1.0,1.0,0.0,1.0,0.34790676832199097,20178.0,225.0,122.0,outputs/torwic_hallway_benchmark_batch2_v1__2022-06-15__Hallway_Full_CCW/observation_output/observations_index.json
hallway:obs_torwic_hallway_benchmark_batch2_v1__2022-06-15__Hallway_Full_CCW_000007_005,hallway,test,cluster_0011,0,forklift,forklift,obs_torwic_hallway_benchmark_batch2_v1__2022-06-15__Hallway_Full_CCW_000007_005,torwic_hallway_benchmark_batch2_v1__2022-06-15__Hallway_Full_CCW,torwic_hallway_benchmark_batch2_v1__2022-06-15__Hallway_Full_CCW_000007,7,trk_torwic_hallway_benchmark_batch2_v1__2022-06-15__Hallway_Full_CCW_005,2022-06-15__Hallway_Full_CCW::000007::fork_005,0.448783,raw,weak_cluster_selection_v5_nearest_label_geometry_join,1.0,1.0,4664.0,1.0,0.2737734019756317,575.6689536878216,332.25128644939963,110.0,62.0,1,0,2.0,11.0,11.0,0.9090909090909091,0.9090909090909091,0.2737734019756317,4664.0,110.0,62.0,outputs/torwic_hallway_benchmark_batch2_v1__2022-06-15__Hallway_Full_CCW/observation_output/observations_index.json
hallway:obs_torwic_hallway_benchmark_batch2_v1__2022-06-15__Hallway_Full_CCW_000007_006,hallway,test,cluster_0005,1,warehouse rack,warehouse rack,obs_torwic_hallway_benchmark_batch2_v1__2022-06-15__Hallway_Full_CCW_000007_006,torwic_hallway_benchmark_batch2_v1__2022-06-15__Hallway_Full_CCW,torwic_hallway_benchmark_batch2_v1__2022-06-15__Hallway_Full_CCW_000007,7,trk_torwic_hallway_benchmark_batch2_v1__2022-06-15__Hallway_Full_CCW_006,2022-06-15__Hallway_Full_CCW::000007::warehouse_rack_006,0.142685,raw,weak_cluster_selection_v5_nearest_label_geometry_join,1.0,1.0,36417.0,0.0,0.32249701023101807,967.116099623802,321.7111788450449,369.0,124.0,0,1,5.0,52.0,52.0,0.0,0.8461538461538461,0.32249701023101807,36417.0,369.0,124.0,outputs/torwic_hallway_benchmark_batch2_v1__2022-06-15__Hallway_Full_CCW/observation_output/observations_index.json
hallway:obs_torwic_hallway_benchmark_batch2_v1__2022-06-15__Hallway_Full_CCW_000007_007,hallway,test,cluster_0006,1,barrier,barrier,obs_torwic_hallway_benchmark_batch2_v1__2022-06-15__Hallway_Full_CCW_000007_007,torwic_hallway_benchmark_batch2_v1__2022-06-15__Hallway_Full_CCW,torwic_hallway_benchmark_batch2_v1__2022-06-15__Hallway_Full_CCW_000007,7,trk_torwic_hallway_benchmark_batch2_v1__2022-06-15__Hallway_Full_CCW_007,2022-06-15__Hallway_Full_CCW::000007::barrier_007,0.171044,raw,weak_cluster_selection_v5_nearest_label_geometry_join,1.0,1.0,10756.0,0.0,0.270705908536911,1207.3425994793604,346.10254741539603,149.0,84.0,0,1,2.0,16.0,16.0,0.0,1.0,0.270705908536911,10756.0,149.0,84.0,outputs/torwic_hallway_benchmark_batch2_v1__2022-06-15__Hallway_Full_CCW/observation_output/observations_index.json
hallway:obs_torwic_hallway_benchmark_batch2_v1__2022-06-15__Hallway_Full_CW_000007_001,hallway,test,cluster_0012,1,barrier,barrier,obs_torwic_hallway_benchmark_batch2_v1__2022-06-15__Hallway_Full_CW_000007_001,torwic_hallway_benchmark_batch2_v1__2022-06-15__Hallway_Full_CW,torwic_hallway_benchmark_batch2_v1__2022-06-15__Hallway_Full_CW_000007,7,trk_torwic_hallway_benchmark_batch2_v1__2022-06-15__Hallway_Full_CW_001,2022-06-15__Hallway_Full_CW::000007::barrier_001,0.138589,raw,weak_cluster_selection_v5_nearest_label_geometry_join,1.0,1.0,57686.0,0.0,0.3924274742603302,1145.9150747148356,554.3010609159935,270.0,237.0,0,1,6.0,50.0,50.0,0.0,1.0,0.3924274742603302,57686.0,270.0,237.0,outputs/torwic_hallway_benchmark_batch2_v1__2022-06-15__Hallway_Full_CW/observation_output/observations_index.json
hallway:obs_torwic_hallway_benchmark_batch2_v1__2022-06-15__Hallway_Full_CW_000007_002,hallway,test,cluster_0001,1,barrier,barrier,obs_torwic_hallway_benchmark_batch2_v1__2022-06-15__Hallway_Full_CW_000007_002,torwic_hallway_benchmark_batch2_v1__2022-06-15__Hallway_Full_CW,torwic_hallway_benchmark_batch2_v1__2022-06-15__Hallway_Full_CW_000007,7,trk_torwic_hallway_benchmark_batch2_v1__2022-06-15__Hallway_Full_CW_002,2022-06-15__Hallway_Full_CW::000007::barrier_002,0.161842,raw,weak_cluster_selection_v5_nearest_label_geometry_join,1.0,1.0,18276.0,0.0,0.3579573631286621,210.35740862333114,469.214105931276,170.0,121.0,0,1,9.0,61.0,61.0,0.0,1.0,0.3579573631286621,18276.0,170.0,121.0,outputs/torwic_hallway_benchmark_batch2_v1__2022-06-15__Hallway_Full_CW/observation_output/observations_index.json
hallway:obs_torwic_hallway_benchmark_batch2_v1__2022-06-15__Hallway_Full_CW_000007_003,hallway,test,cluster_0013,1,work table,work table,obs_torwic_hallway_benchmark_batch2_v1__2022-06-15__Hallway_Full_CW_000007_003,torwic_hallway_benchmark_batch2_v1__2022-06-15__Hallway_Full_CW,torwic_hallway_benchmark_batch2_v1__2022-06-15__Hallway_Full_CW_000007,7,trk_torwic_hallway_benchmark_batch2_v1__2022-06-15__Hallway_Full_CW_003,2022-06-15__Hallway_Full_CW::000007::work_table_003,0.039976,raw,weak_cluster_selection_v5_nearest_label_geometry_join,1.0,1.0,2309.0,0.0,0.3813738524913788,82.65179731485492,348.3759203118233,68.0,42.0,0,1,3.0,16.0,16.0,0.0,0.8125,0.3813738524913788,2309.0,68.0,42.0,outputs/torwic_hallway_benchmark_batch2_v1__2022-06-15__Hallway_Full_CW/observation_output/observations_index.json
hallway:obs_torwic_hallway_benchmark_batch2_v1__2022-06-15__Hallway_Full_CW_000007_004,hallway,test,cluster_0006,1,barrier,barrier,obs_torwic_hallway_benchmark_batch2_v1__2022-06-15__Hallway_Full_CW_000007_004,torwic_hallway_benchmark_batch2_v1__2022-06-15__Hallway_Full_CW,torwic_hallway_benchmark_batch2_v1__2022-06-15__Hallway_Full_CW_000007,7,trk_torwic_hallway_benchmark_batch2_v1__2022-06-15__Hallway_Full_CW_004,2022-06-15__Hallway_Full_CW::000007::barrier_004,0.1821,raw,weak_cluster_selection_v5_nearest_label_geometry_join,1.0,1.0,16989.0,0.0,0.29591473937034607,1158.3614691859439,347.4435811407381,245.0,83.0,0,1,2.0,16.0,16.0,0.0,1.0,0.29591473937034607,16989.0,245.0,83.0,outputs/torwic_hallway_benchmark_batch2_v1__2022-06-15__Hallway_Full_CW/observation_output/observations_index.json
hallway:obs_torwic_hallway_benchmark_batch2_v1__2022-06-15__Hallway_Full_CW_000007_005,hallway,test,cluster_0002,0,forklift,forklift,obs_torwic_hallway_benchmark_batch2_v1__2022-06-15__Hallway_Full_CW_000007_005,torwic_hallway_benchmark_batch2_v1__2022-06-15__Hallway_Full_CW,torwic_hallway_benchmark_batch2_v1__2022-06-15__Hallway_Full_CW_000007,7,trk_torwic_hallway_benchmark_batch2_v1__2022-06-15__Hallway_Full_CW_005,2022-06-15__Hallway_Full_CW::000007::forklift_005,0.348038,raw,weak_cluster_selection_v5_nearest_label_geometry_join,1.0,1.0,1477.0,1.0,0.30661916732788086,26.842924847664182,324.3419092755586,51.0,40.0,1,0,8.0,109.0,109.0,0.944954128440367,0.944954128440367,0.30661916732788086,1477.0,51.0,40.0,outputs/torwic_hallway_benchmark_batch2_v1__2022-06-15__Hallway_Full_CW/observation_output/observations_index.json
hallway:obs_torwic_hallway_benchmark_batch2_v1__2022-06-15__Hallway_Full_CW_000007_006,hallway,test,cluster_0007,1,work table,work table,obs_torwic_hallway_benchmark_batch2_v1__2022-06-15__Hallway_Full_CW_000007_006,torwic_hallway_benchmark_batch2_v1__2022-06-15__Hallway_Full_CW,torwic_hallway_benchmark_batch2_v1__2022-06-15__Hallway_Full_CW_000007,7,trk_torwic_hallway_benchmark_batch2_v1__2022-06-15__Hallway_Full_CW_006,2022-06-15__Hallway_Full_CW::000007::work_table_006,0.361598,raw,weak_cluster_selection_v5_nearest_label_geometry_join,1.0,1.0,1596.0,0.0,0.32502979040145874,238.98934837092733,339.8314536340852,71.0,26.0,0,1,7.0,65.0,65.0,0.0,0.9384615384615385,0.32502979040145874,1596.0,71.0,26.0,outputs/torwic_hallway_benchmark_batch2_v1__2022-06-15__Hallway_Full_CW/observation_output/observations_index.json
hallway:obs_torwic_hallway_benchmark_batch2_v1__2022-06-15__Hallway_Straight_CCW_000001_001,hallway,test,cluster_0002,0,forklift,forklift,obs_torwic_hallway_benchmark_batch2_v1__2022-06-15__Hallway_Straight_CCW_000001_001,torwic_hallway_benchmark_batch2_v1__2022-06-15__Hallway_Straight_CCW,torwic_hallway_benchmark_batch2_v1__2022-06-15__Hallway_Straight_CCW_000001,1,trk_torwic_hallway_benchmark_batch2_v1__2022-06-15__Hallway_Straight_CCW_001,2022-06-15__Hallway_Straight_CCW::000001::forklift_001,0.312537,raw,weak_cluster_selection_v5_nearest_label_geometry_join,1.0,1.0,2317.0,1.0,0.3858867287635803,61.30643072939145,256.5627967198964,96.0,80.0,1,0,8.0,109.0,109.0,0.944954128440367,0.944954128440367,0.3858867287635803,2317.0,96.0,80.0,outputs/torwic_hallway_benchmark_batch2_v1__2022-06-15__Hallway_Straight_CCW/observation_output/observations_index.json
hallway:obs_torwic_hallway_benchmark_batch2_v1__2022-06-15__Hallway_Straight_CCW_000001_002,hallway,test,cluster_0001,1,barrier,barrier,obs_torwic_hallway_benchmark_batch2_v1__2022-06-15__Hallway_Straight_CCW_000001_002,torwic_hallway_benchmark_batch2_v1__2022-06-15__Hallway_Straight_CCW,torwic_hallway_benchmark_batch2_v1__2022-06-15__Hallway_Straight_CCW_000001,1,trk_torwic_hallway_benchmark_batch2_v1__2022-06-15__Hallway_Straight_CCW_002,2022-06-15__Hallway_Straight_CCW::000001::barrier_002,0.093213,raw,weak_cluster_selection_v5_nearest_label_geometry_join,1.0,1.0,19951.0,0.0,0.4132657051086426,249.5638313868979,479.7803117638214,172.0,131.0,0,1,9.0,61.0,61.0,0.0,1.0,0.4132657051086426,19951.0,172.0,131.0,outputs/torwic_hallway_benchmark_batch2_v1__2022-06-15__Hallway_Straight_CCW/observation_output/observations_index.json
hallway:obs_torwic_hallway_benchmark_batch2_v1__2022-06-15__Hallway_Straight_CCW_000001_003,hallway,test,cluster_0011,0,forklift,forklift,obs_torwic_hallway_benchmark_batch2_v1__2022-06-15__Hallway_Straight_CCW_000001_003,torwic_hallway_benchmark_batch2_v1__2022-06-15__Hallway_Straight_CCW,torwic_hallway_benchmark_batch2_v1__2022-06-15__Hallway_Straight_CCW_000001,1,trk_torwic_hallway_benchmark_batch2_v1__2022-06-15__Hallway_Straight_CCW_003,2022-06-15__Hallway_Straight_CCW::000001::forklift_003,0.04803,raw,weak_cluster_selection_v5_nearest_label_geometry_join,1.0,1.0,19503.0,1.0,0.4873977303504944,642.221401835615,338.11157257857764,240.0,109.0,1,0,2.0,11.0,11.0,0.9090909090909091,0.9090909090909091,0.4873977303504944,19503.0,240.0,109.0,outputs/torwic_hallway_benchmark_batch2_v1__2022-06-15__Hallway_Straight_CCW/observation_output/observations_index.json
hallway:obs_torwic_hallway_benchmark_batch2_v1__2022-06-15__Hallway_Straight_CCW_000001_004,hallway,test,cluster_0007,1,work table,work table,obs_torwic_hallway_benchmark_batch2_v1__2022-06-15__Hallway_Straight_CCW_000001_004,torwic_hallway_benchmark_batch2_v1__2022-06-15__Hallway_Straight_CCW,torwic_hallway_benchmark_batch2_v1__2022-06-15__Hallway_Straight_CCW_000001,1,trk_torwic_hallway_benchmark_batch2_v1__2022-06-15__Hallway_Straight_CCW_004,2022-06-15__Hallway_Straight_CCW::000001::work_table_004,0.144729,raw,weak_cluster_selection_v5_nearest_label_geometry_join,1.0,1.0,2346.0,0.0,0.33620133996009827,311.0161977834612,351.32693947144077,63.0,43.0,0,1,7.0,65.0,65.0,0.0,0.9384615384615385,0.33620133996009827,2346.0,63.0,43.0,outputs/torwic_hallway_benchmark_batch2_v1__2022-06-15__Hallway_Straight_CCW/observation_output/observations_index.json
