p199_sample_id,p193_sample_id,source,split,cluster_id,canonical_label,resolved_label,observation_id,session_id,frame_id,frame_index,tracklet_id,physical_key,semantic_stability_target,semantic_static_like,semantic_target_status,semantic_target_source,semantic_categories,semantic_hint,semantic_evidence_status,source_semantic_path,label_source,mean_center_x,mean_center_y,mean_size_x,mean_size_y,support_count,mask_area_px,bbox_width,bbox_height,semantic_gate_score,observation_index_path
p199_semantic_00048,hallway:obs_torwic_hallway_benchmark_batch2_v1__2022-10-12__Hallway_Full_CW_Run_2_000007_004,hallway,test,cluster_0002,forklift,forklift,obs_torwic_hallway_benchmark_batch2_v1__2022-10-12__Hallway_Full_CW_Run_2_000007_004,torwic_hallway_benchmark_batch2_v1__2022-10-12__Hallway_Full_CW_Run_2,torwic_hallway_benchmark_batch2_v1__2022-10-12__Hallway_Full_CW_Run_2_000007,7,trk_torwic_hallway_benchmark_batch2_v1__2022-10-12__Hallway_Full_CW_Run_2_004,2022-10-12__Hallway_Full_CW_Run_2::000007::forklift_004,dynamic_or_non_static_like,0,non_ambiguous,canonical_label_to_p197_ontology_mapping,fork_truck,,,,p199_auxiliary_semantic_category_static_dynamic_not_admission,147.88278816199377,353.29906542056074,60.0,56.0,2568.0,2568.0,60.0,56.0,0.41681721806526184,outputs/torwic_hallway_benchmark_batch2_v1__2022-10-12__Hallway_Full_CW_Run_2/observation_output/observations_index.json
p199_semantic_00049,hallway:obs_torwic_hallway_benchmark_batch2_v1__2022-06-23__Hallway_Full_CW_000007_001,hallway,test,cluster_0012,barrier,barrier,obs_torwic_hallway_benchmark_batch2_v1__2022-06-23__Hallway_Full_CW_000007_001,torwic_hallway_benchmark_batch2_v1__2022-06-23__Hallway_Full_CW,torwic_hallway_benchmark_batch2_v1__2022-06-23__Hallway_Full_CW_000007,7,trk_torwic_hallway_benchmark_batch2_v1__2022-06-23__Hallway_Full_CW_001,2022-06-23__Hallway_Full_CW::000007::barrier_001,ambiguous_static_and_dynamic,,ambiguous,canonical_label_to_p197_ontology_mapping,misc_static_feature;pylon_cone,,,,p199_auxiliary_semantic_category_static_dynamic_not_admission,1045.467749927384,561.4424111948332,289.0,241.0,58527.0,58527.0,289.0,241.0,0.552031397819519,outputs/torwic_hallway_benchmark_batch2_v1__2022-06-23__Hallway_Full_CW/observation_output/observations_index.json
p199_semantic_00050,hallway:obs_torwic_hallway_benchmark_batch2_v1__2022-10-12__Hallway_Full_CW_Run_2_000007_001,hallway,test,cluster_0012,barrier,barrier,obs_torwic_hallway_benchmark_batch2_v1__2022-10-12__Hallway_Full_CW_Run_2_000007_001,torwic_hallway_benchmark_batch2_v1__2022-10-12__Hallway_Full_CW_Run_2,torwic_hallway_benchmark_batch2_v1__2022-10-12__Hallway_Full_CW_Run_2_000007,7,trk_torwic_hallway_benchmark_batch2_v1__2022-10-12__Hallway_Full_CW_Run_2_001,2022-10-12__Hallway_Full_CW_Run_2::000007::barrier_001,ambiguous_static_and_dynamic,,ambiguous,canonical_label_to_p197_ontology_mapping,misc_static_feature;pylon_cone,,,,p199_auxiliary_semantic_category_static_dynamic_not_admission,1045.467749927384,561.4424111948332,289.0,241.0,58527.0,58527.0,289.0,241.0,0.552031397819519,outputs/torwic_hallway_benchmark_batch2_v1__2022-10-12__Hallway_Full_CW_Run_2/observation_output/observations_index.json
p199_semantic_00051,hallway:obs_torwic_hallway_benchmark_batch2_v1__2022-06-15__Hallway_Full_CW_000007_005,hallway,test,cluster_0002,forklift,forklift,obs_torwic_hallway_benchmark_batch2_v1__2022-06-15__Hallway_Full_CW_000007_005,torwic_hallway_benchmark_batch2_v1__2022-06-15__Hallway_Full_CW,torwic_hallway_benchmark_batch2_v1__2022-06-15__Hallway_Full_CW_000007,7,trk_torwic_hallway_benchmark_batch2_v1__2022-06-15__Hallway_Full_CW_005,2022-06-15__Hallway_Full_CW::000007::forklift_005,dynamic_or_non_static_like,0,non_ambiguous,canonical_label_to_p197_ontology_mapping,fork_truck,,,,p199_auxiliary_semantic_category_static_dynamic_not_admission,26.842924847664182,324.3419092755586,51.0,40.0,1477.0,1477.0,51.0,40.0,0.30661916732788086,outputs/torwic_hallway_benchmark_batch2_v1__2022-06-15__Hallway_Full_CW/observation_output/observations_index.json
p199_semantic_00052,hallway:obs_torwic_hallway_benchmark_batch2_v1__2022-06-23__Hallway_Straight_CCW_000007_007,hallway,test,cluster_0002,forklift,forklift,obs_torwic_hallway_benchmark_batch2_v1__2022-06-23__Hallway_Straight_CCW_000007_007,torwic_hallway_benchmark_batch2_v1__2022-06-23__Hallway_Straight_CCW,torwic_hallway_benchmark_batch2_v1__2022-06-23__Hallway_Straight_CCW_000007,7,trk_torwic_hallway_benchmark_batch2_v1__2022-06-23__Hallway_Straight_CCW_007,2022-06-23__Hallway_Straight_CCW::000007::forklift_007,dynamic_or_non_static_like,0,non_ambiguous,canonical_label_to_p197_ontology_mapping,fork_truck,,,,p199_auxiliary_semantic_category_static_dynamic_not_admission,157.27950075642966,353.88161875945536,57.0,54.0,2644.0,2644.0,57.0,54.0,0.34850457310676575,outputs/torwic_hallway_benchmark_batch2_v1__2022-06-23__Hallway_Straight_CCW/observation_output/observations_index.json
p199_semantic_00053,hallway:obs_torwic_hallway_benchmark_batch2_v1__2022-06-15__Hallway_Full_CW_000007_006,hallway,test,cluster_0007,work table,work table,obs_torwic_hallway_benchmark_batch2_v1__2022-06-15__Hallway_Full_CW_000007_006,torwic_hallway_benchmark_batch2_v1__2022-06-15__Hallway_Full_CW,torwic_hallway_benchmark_batch2_v1__2022-06-15__Hallway_Full_CW_000007,7,trk_torwic_hallway_benchmark_batch2_v1__2022-06-15__Hallway_Full_CW_006,2022-06-15__Hallway_Full_CW::000007::work_table_006,static_like,1,non_ambiguous,canonical_label_to_p197_ontology_mapping,misc_static_feature;fixed_machinery,,,,p199_auxiliary_semantic_category_static_dynamic_not_admission,238.98934837092733,339.8314536340852,71.0,26.0,1596.0,1596.0,71.0,26.0,0.32502979040145874,outputs/torwic_hallway_benchmark_batch2_v1__2022-06-15__Hallway_Full_CW/observation_output/observations_index.json
p199_semantic_00054,hallway:obs_torwic_hallway_benchmark_batch2_v1__2022-10-12__Hallway_Straight_CW_000007_006,hallway,test,cluster_0003,forklift,forklift,obs_torwic_hallway_benchmark_batch2_v1__2022-10-12__Hallway_Straight_CW_000007_006,torwic_hallway_benchmark_batch2_v1__2022-10-12__Hallway_Straight_CW,torwic_hallway_benchmark_batch2_v1__2022-10-12__Hallway_Straight_CW_000007,7,trk_torwic_hallway_benchmark_batch2_v1__2022-10-12__Hallway_Straight_CW_006,2022-10-12__Hallway_Straight_CW::000007::forklift_006,dynamic_or_non_static_like,0,non_ambiguous,canonical_label_to_p197_ontology_mapping,fork_truck,,,,p199_auxiliary_semantic_category_static_dynamic_not_admission,890.8323584812134,278.557945870923,253.0,236.0,20174.0,20174.0,253.0,236.0,0.2715004086494446,outputs/torwic_hallway_benchmark_batch2_v1__2022-10-12__Hallway_Straight_CW/observation_output/observations_index.json
p199_semantic_00055,hallway:obs_torwic_hallway_benchmark_batch2_v1__2022-06-15__Hallway_Full_CCW_000007_005,hallway,test,cluster_0011,forklift,forklift,obs_torwic_hallway_benchmark_batch2_v1__2022-06-15__Hallway_Full_CCW_000007_005,torwic_hallway_benchmark_batch2_v1__2022-06-15__Hallway_Full_CCW,torwic_hallway_benchmark_batch2_v1__2022-06-15__Hallway_Full_CCW_000007,7,trk_torwic_hallway_benchmark_batch2_v1__2022-06-15__Hallway_Full_CCW_005,2022-06-15__Hallway_Full_CCW::000007::fork_005,dynamic_or_non_static_like,0,non_ambiguous,canonical_label_to_p197_ontology_mapping,fork_truck,,,,p199_auxiliary_semantic_category_static_dynamic_not_admission,575.6689536878216,332.25128644939963,110.0,62.0,4664.0,4664.0,110.0,62.0,0.2737734019756317,outputs/torwic_hallway_benchmark_batch2_v1__2022-06-15__Hallway_Full_CCW/observation_output/observations_index.json
p199_semantic_00056,hallway:obs_torwic_hallway_benchmark_batch2_v1__2022-10-12__Hallway_Straight_CW_000007_005,hallway,test,cluster_0003,forklift,forklift,obs_torwic_hallway_benchmark_batch2_v1__2022-10-12__Hallway_Straight_CW_000007_005,torwic_hallway_benchmark_batch2_v1__2022-10-12__Hallway_Straight_CW,torwic_hallway_benchmark_batch2_v1__2022-10-12__Hallway_Straight_CW_000007,7,trk_torwic_hallway_benchmark_batch2_v1__2022-10-12__Hallway_Straight_CW_005,2022-10-12__Hallway_Straight_CW::000007::forklift_005,dynamic_or_non_static_like,0,non_ambiguous,canonical_label_to_p197_ontology_mapping,fork_truck,,,,p199_auxiliary_semantic_category_static_dynamic_not_admission,892.6310657596372,251.04754346182918,252.0,269.0,26460.0,26460.0,252.0,269.0,0.30819588899612427,outputs/torwic_hallway_benchmark_batch2_v1__2022-10-12__Hallway_Straight_CW/observation_output/observations_index.json
p199_semantic_00057,hallway:obs_torwic_hallway_benchmark_batch2_v1__2022-10-12__Hallway_Straight_CCW_000007_003,hallway,test,cluster_0003,forklift,forklift,obs_torwic_hallway_benchmark_batch2_v1__2022-10-12__Hallway_Straight_CCW_000007_003,torwic_hallway_benchmark_batch2_v1__2022-10-12__Hallway_Straight_CCW,torwic_hallway_benchmark_batch2_v1__2022-10-12__Hallway_Straight_CCW_000007,7,trk_torwic_hallway_benchmark_batch2_v1__2022-10-12__Hallway_Straight_CCW_003,2022-10-12__Hallway_Straight_CCW::000007::forklift_003,dynamic_or_non_static_like,0,non_ambiguous,canonical_label_to_p197_ontology_mapping,fork_truck,,,,p199_auxiliary_semantic_category_static_dynamic_not_admission,1093.9852282900627,312.66687555953445,146.0,186.0,11170.0,11170.0,146.0,186.0,0.26272132992744446,outputs/torwic_hallway_benchmark_batch2_v1__2022-10-12__Hallway_Straight_CCW/observation_output/observations_index.json
p199_semantic_00058,hallway:obs_torwic_hallway_benchmark_batch2_v1__2022-10-12__Hallway_Straight_CW_000007_003,hallway,test,cluster_0003,forklift,forklift,obs_torwic_hallway_benchmark_batch2_v1__2022-10-12__Hallway_Straight_CW_000007_003,torwic_hallway_benchmark_batch2_v1__2022-10-12__Hallway_Straight_CW,torwic_hallway_benchmark_batch2_v1__2022-10-12__Hallway_Straight_CW_000007,7,trk_torwic_hallway_benchmark_batch2_v1__2022-10-12__Hallway_Straight_CW_003,2022-10-12__Hallway_Straight_CW::000007::forklift_003,dynamic_or_non_static_like,0,non_ambiguous,canonical_label_to_p197_ontology_mapping,fork_truck,,,,p199_auxiliary_semantic_category_static_dynamic_not_admission,871.1300451057349,265.59451701716364,331.0,269.0,34142.0,34142.0,331.0,269.0,0.2536122500896454,outputs/torwic_hallway_benchmark_batch2_v1__2022-10-12__Hallway_Straight_CW/observation_output/observations_index.json
p199_semantic_00059,hallway:obs_torwic_hallway_benchmark_batch2_v1__2022-06-15__Hallway_Straight_CCW_000001_005,hallway,test,cluster_0012,barrier,barrier,obs_torwic_hallway_benchmark_batch2_v1__2022-06-15__Hallway_Straight_CCW_000001_005,torwic_hallway_benchmark_batch2_v1__2022-06-15__Hallway_Straight_CCW,torwic_hallway_benchmark_batch2_v1__2022-06-15__Hallway_Straight_CCW_000001,1,trk_torwic_hallway_benchmark_batch2_v1__2022-06-15__Hallway_Straight_CCW_005,2022-06-15__Hallway_Straight_CCW::000001::barrier_005,ambiguous_static_and_dynamic,,ambiguous,p197_semantic_hint_categories,misc_static_feature;pylon_cone,dynamic_or_non_static_like+static_like,matched_torwic_segmentation,"data/TorWIC_SLAM_Dataset/Jun. 15, 2022/Hallway_Straight_CCW.zip::Hallway_Straight_CCW/segmentation_color_left/000001.png;data/TorWIC_SLAM_Dataset/Jun. 15, 2022/Hallway_Straight_CCW.zip::Hallway_Straight_CCW/segmentation_greyscale_left/000001.png;data/TorWIC_SLAM_Dataset/Jun. 15, 2022/Hallway_Straight_CCW.zip::Hallway_Straight_CCW/segmentation_color_right/000001.png;data/TorWIC_SLAM_Dataset/Jun. 15, 2022/Hallway_Straight_CCW.zip::Hallway_Straight_CCW/segmentation_greyscale_right/000001.png",p199_auxiliary_semantic_category_static_dynamic_not_admission,1239.6327829116801,591.5707216078372,82.0,250.0,19803.0,19803.0,82.0,250.0,0.29581010341644287,outputs/torwic_hallway_benchmark_batch2_v1__2022-06-15__Hallway_Straight_CCW/observation_output/observations_index.json
p199_semantic_00060,hallway:obs_torwic_hallway_benchmark_batch2_v1__2022-10-12__Hallway_Straight_CW_000007_004,hallway,test,cluster_0001,barrier,barrier,obs_torwic_hallway_benchmark_batch2_v1__2022-10-12__Hallway_Straight_CW_000007_004,torwic_hallway_benchmark_batch2_v1__2022-10-12__Hallway_Straight_CW,torwic_hallway_benchmark_batch2_v1__2022-10-12__Hallway_Straight_CW_000007,7,trk_torwic_hallway_benchmark_batch2_v1__2022-10-12__Hallway_Straight_CW_004,2022-10-12__Hallway_Straight_CW::000007::barrier_004,ambiguous_static_and_dynamic,,ambiguous,p197_semantic_hint_categories,misc_static_feature;pylon_cone,dynamic_or_non_static_like+static_like,matched_torwic_segmentation,"data/TorWIC_SLAM_Dataset/Oct. 12, 2022/Hallway_Straight_CW.zip::Hallway_Straight_CW/segmentation_color_left/000007.png;data/TorWIC_SLAM_Dataset/Oct. 12, 2022/Hallway_Straight_CW.zip::Hallway_Straight_CW/segmentation_greyscale_left/000007.png;data/TorWIC_SLAM_Dataset/Oct. 12, 2022/Hallway_Straight_CW.zip::Hallway_Straight_CW/segmentation_color_right/000007.png;data/TorWIC_SLAM_Dataset/Oct. 12, 2022/Hallway_Straight_CW.zip::Hallway_Straight_CW/segmentation_greyscale_right/000007.png",p199_auxiliary_semantic_category_static_dynamic_not_admission,465.712214100448,346.16847441641124,112.0,85.0,8482.0,8482.0,112.0,85.0,0.2609637379646301,outputs/torwic_hallway_benchmark_batch2_v1__2022-10-12__Hallway_Straight_CW/observation_output/observations_index.json
p199_semantic_00061,cross_day:obs_torwic_cross_day_aisle_bundle_v1__2022-06-23__Aisle_CW_Run_1_000007_005,cross_day,train,cluster_0009,forklift,forklift,obs_torwic_cross_day_aisle_bundle_v1__2022-06-23__Aisle_CW_Run_1_000007_005,torwic_cross_day_aisle_bundle_v1__2022-06-23__Aisle_CW_Run_1,torwic_cross_day_aisle_bundle_v1__2022-06-23__Aisle_CW_Run_1_000007,7,trk_torwic_cross_day_aisle_bundle_v1__2022-06-23__Aisle_CW_Run_1_005,2022-06-23__Aisle_CW_Run_1::000007::forklift_005,dynamic_or_non_static_like,0,non_ambiguous,canonical_label_to_p197_ontology_mapping,fork_truck,,,,p199_auxiliary_semantic_category_static_dynamic_not_admission,438.8948027551659,348.4358171571697,41.0,53.0,1597.0,1597.0,41.0,53.0,0.2846662998199463,outputs/torwic_cross_day_aisle_bundle_v1__2022-06-23__Aisle_CW_Run_1/observation_output/observations_index.json
p199_semantic_00062,cross_day:obs_torwic_cross_day_aisle_bundle_v1__2022-06-15__Aisle_CW_Run_1_000007_004,cross_day,train,cluster_0003,barrier,barrier,obs_torwic_cross_day_aisle_bundle_v1__2022-06-15__Aisle_CW_Run_1_000007_004,torwic_cross_day_aisle_bundle_v1__2022-06-15__Aisle_CW_Run_1,torwic_cross_day_aisle_bundle_v1__2022-06-15__Aisle_CW_Run_1_000007,7,trk_torwic_cross_day_aisle_bundle_v1__2022-06-15__Aisle_CW_Run_1_004,2022-06-15__Aisle_CW_Run_1::000007::barrier_004,ambiguous_static_and_dynamic,,ambiguous,p197_semantic_hint_categories,misc_static_feature;pylon_cone,dynamic_or_non_static_like+static_like,matched_torwic_segmentation,"data/TorWIC_SLAM_Dataset/Jun. 15, 2022/Aisle_CW_Run_1.zip::Aisle_CW_Run_1/segmentation_color_left/000007.png;data/TorWIC_SLAM_Dataset/Jun. 15, 2022/Aisle_CW_Run_1.zip::Aisle_CW_Run_1/segmentation_greyscale_left/000007.png;data/TorWIC_SLAM_Dataset/Jun. 15, 2022/Aisle_CW_Run_1.zip::Aisle_CW_Run_1/segmentation_color_right/000007.png;data/TorWIC_SLAM_Dataset/Jun. 15, 2022/Aisle_CW_Run_1.zip::Aisle_CW_Run_1/segmentation_greyscale_right/000007.png",p199_auxiliary_semantic_category_static_dynamic_not_admission,1179.2982697061248,346.87166987091456,204.0,83.0,14564.0,14564.0,204.0,83.0,0.2968156933784485,outputs/torwic_cross_day_aisle_bundle_v1__2022-06-15__Aisle_CW_Run_1/observation_output/observations_index.json
p199_semantic_00063,cross_day:obs_torwic_cross_day_aisle_bundle_v1__2022-06-15__Aisle_CW_Run_1_000007_001,cross_day,train,cluster_0001,barrier,barrier,obs_torwic_cross_day_aisle_bundle_v1__2022-06-15__Aisle_CW_Run_1_000007_001,torwic_cross_day_aisle_bundle_v1__2022-06-15__Aisle_CW_Run_1,torwic_cross_day_aisle_bundle_v1__2022-06-15__Aisle_CW_Run_1_000007,7,trk_torwic_cross_day_aisle_bundle_v1__2022-06-15__Aisle_CW_Run_1_001,2022-06-15__Aisle_CW_Run_1::000007::barrier_001,ambiguous_static_and_dynamic,,ambiguous,canonical_label_to_p197_ontology_mapping,misc_static_feature;pylon_cone,,,,p199_auxiliary_semantic_category_static_dynamic_not_admission,278.5882424835004,463.22115619652897,155.0,116.0,16364.0,16364.0,155.0,116.0,0.3859576880931854,outputs/torwic_cross_day_aisle_bundle_v1__2022-06-15__Aisle_CW_Run_1/observation_output/observations_index.json
p199_semantic_00064,cross_day:obs_torwic_cross_day_aisle_bundle_v1__2022-06-23__Aisle_CW_Run_1_000007_003,cross_day,train,cluster_0002,barrier,barrier,obs_torwic_cross_day_aisle_bundle_v1__2022-06-23__Aisle_CW_Run_1_000007_003,torwic_cross_day_aisle_bundle_v1__2022-06-23__Aisle_CW_Run_1,torwic_cross_day_aisle_bundle_v1__2022-06-23__Aisle_CW_Run_1_000007,7,trk_torwic_cross_day_aisle_bundle_v1__2022-06-23__Aisle_CW_Run_1_003,2022-06-23__Aisle_CW_Run_1::000007::barrier_003,ambiguous_static_and_dynamic,,ambiguous,canonical_label_to_p197_ontology_mapping,misc_static_feature;pylon_cone,,,,p199_auxiliary_semantic_category_static_dynamic_not_admission,1166.4805833970065,543.7966650186526,230.0,214.0,44498.0,44498.0,230.0,214.0,0.37002143263816833,outputs/torwic_cross_day_aisle_bundle_v1__2022-06-23__Aisle_CW_Run_1/observation_output/observations_index.json
p199_semantic_00065,cross_day:obs_torwic_cross_day_aisle_bundle_v1__2022-06-23__Aisle_CW_Run_1_000007_002,cross_day,train,cluster_0001,barrier,barrier,obs_torwic_cross_day_aisle_bundle_v1__2022-06-23__Aisle_CW_Run_1_000007_002,torwic_cross_day_aisle_bundle_v1__2022-06-23__Aisle_CW_Run_1,torwic_cross_day_aisle_bundle_v1__2022-06-23__Aisle_CW_Run_1_000007,7,trk_torwic_cross_day_aisle_bundle_v1__2022-06-23__Aisle_CW_Run_1_002,2022-06-23__Aisle_CW_Run_1::000007::barrier_002,ambiguous_static_and_dynamic,,ambiguous,canonical_label_to_p197_ontology_mapping,misc_static_feature;pylon_cone,,,,p199_auxiliary_semantic_category_static_dynamic_not_admission,322.0632315053368,462.3855723224144,141.0,106.0,13585.0,13585.0,141.0,106.0,0.4392645061016083,outputs/torwic_cross_day_aisle_bundle_v1__2022-06-23__Aisle_CW_Run_1/observation_output/observations_index.json
p199_semantic_00066,cross_day:obs_torwic_cross_day_aisle_bundle_v1__2022-06-15__Aisle_CW_Run_1_000007_003,cross_day,train,cluster_0002,barrier,barrier,obs_torwic_cross_day_aisle_bundle_v1__2022-06-15__Aisle_CW_Run_1_000007_003,torwic_cross_day_aisle_bundle_v1__2022-06-15__Aisle_CW_Run_1,torwic_cross_day_aisle_bundle_v1__2022-06-15__Aisle_CW_Run_1_000007,7,trk_torwic_cross_day_aisle_bundle_v1__2022-06-15__Aisle_CW_Run_1_003,2022-06-15__Aisle_CW_Run_1::000007::barrier_003,ambiguous_static_and_dynamic,,ambiguous,canonical_label_to_p197_ontology_mapping,misc_static_feature;pylon_cone,,,,p199_auxiliary_semantic_category_static_dynamic_not_admission,1187.9721486074304,550.1512825641282,190.0,230.0,39998.0,39998.0,190.0,230.0,0.3319544196128845,outputs/torwic_cross_day_aisle_bundle_v1__2022-06-15__Aisle_CW_Run_1/observation_output/observations_index.json
p199_semantic_00067,cross_day:obs_torwic_cross_day_aisle_bundle_v1__2022-06-15__Aisle_CW_Run_2_000007_006,cross_day,train,cluster_0005,work table,work table,obs_torwic_cross_day_aisle_bundle_v1__2022-06-15__Aisle_CW_Run_2_000007_006,torwic_cross_day_aisle_bundle_v1__2022-06-15__Aisle_CW_Run_2,torwic_cross_day_aisle_bundle_v1__2022-06-15__Aisle_CW_Run_2_000007,7,trk_torwic_cross_day_aisle_bundle_v1__2022-06-15__Aisle_CW_Run_2_006,2022-06-15__Aisle_CW_Run_2::000007::work_table_006,static_like,1,non_ambiguous,p197_semantic_hint_categories,misc_static_feature;fixed_machinery,static_like,matched_torwic_segmentation,"data/TorWIC_SLAM_Dataset/Jun. 15, 2022/Aisle_CW_Run_2.zip::Aisle_CW_Run_2/segmentation_color_left/000007.png;data/TorWIC_SLAM_Dataset/Jun. 15, 2022/Aisle_CW_Run_2.zip::Aisle_CW_Run_2/segmentation_greyscale_left/000007.png;data/TorWIC_SLAM_Dataset/Jun. 15, 2022/Aisle_CW_Run_2.zip::Aisle_CW_Run_2/segmentation_color_right/000007.png;data/TorWIC_SLAM_Dataset/Jun. 15, 2022/Aisle_CW_Run_2.zip::Aisle_CW_Run_2/segmentation_greyscale_right/000007.png",p199_auxiliary_semantic_category_static_dynamic_not_admission,339.68491008600466,339.23534010946054,58.0,23.0,1279.0,1279.0,58.0,23.0,0.27730780839920044,outputs/torwic_cross_day_aisle_bundle_v1__2022-06-15__Aisle_CW_Run_2/observation_output/observations_index.json
p199_semantic_00068,cross_day:obs_torwic_cross_day_aisle_bundle_v1__2022-06-23__Aisle_CW_Run_2_000007_008,cross_day,train,cluster_0008,warehouse rack,warehouse rack,obs_torwic_cross_day_aisle_bundle_v1__2022-06-23__Aisle_CW_Run_2_000007_008,torwic_cross_day_aisle_bundle_v1__2022-06-23__Aisle_CW_Run_2,torwic_cross_day_aisle_bundle_v1__2022-06-23__Aisle_CW_Run_2_000007,7,trk_torwic_cross_day_aisle_bundle_v1__2022-06-23__Aisle_CW_Run_2_008,2022-06-23__Aisle_CW_Run_2::000007::warehouse_rack_008,static_like,1,non_ambiguous,canonical_label_to_p197_ontology_mapping,rack_shelf,,,,p199_auxiliary_semantic_category_static_dynamic_not_admission,957.9020995517811,332.31831406778326,411.0,119.0,38151.0,38151.0,411.0,119.0,0.2658180594444275,outputs/torwic_cross_day_aisle_bundle_v1__2022-06-23__Aisle_CW_Run_2/observation_output/observations_index.json
p199_semantic_00069,cross_day:obs_torwic_cross_day_aisle_bundle_v1__2022-06-15__Aisle_CW_Run_1_000007_005,cross_day,train,cluster_0005,work table,work table,obs_torwic_cross_day_aisle_bundle_v1__2022-06-15__Aisle_CW_Run_1_000007_005,torwic_cross_day_aisle_bundle_v1__2022-06-15__Aisle_CW_Run_1,torwic_cross_day_aisle_bundle_v1__2022-06-15__Aisle_CW_Run_1_000007,7,trk_torwic_cross_day_aisle_bundle_v1__2022-06-15__Aisle_CW_Run_1_005,2022-06-15__Aisle_CW_Run_1::000007::work_table_005,static_like,1,non_ambiguous,p197_semantic_hint_categories,misc_static_feature;fixed_machinery,static_like,matched_torwic_segmentation,"data/TorWIC_SLAM_Dataset/Jun. 15, 2022/Aisle_CW_Run_1.zip::Aisle_CW_Run_1/segmentation_color_left/000007.png;data/TorWIC_SLAM_Dataset/Jun. 15, 2022/Aisle_CW_Run_1.zip::Aisle_CW_Run_1/segmentation_greyscale_left/000007.png;data/TorWIC_SLAM_Dataset/Jun. 15, 2022/Aisle_CW_Run_1.zip::Aisle_CW_Run_1/segmentation_color_right/000007.png;data/TorWIC_SLAM_Dataset/Jun. 15, 2022/Aisle_CW_Run_1.zip::Aisle_CW_Run_1/segmentation_greyscale_right/000007.png",p199_auxiliary_semantic_category_static_dynamic_not_admission,279.64941338854385,338.95307108350585,63.0,27.0,1449.0,1449.0,63.0,27.0,0.4210321605205536,outputs/torwic_cross_day_aisle_bundle_v1__2022-06-15__Aisle_CW_Run_1/observation_output/observations_index.json
p199_semantic_00070,cross_day:obs_torwic_cross_day_aisle_bundle_v1__2022-06-23__Aisle_CW_Run_1_000007_008,cross_day,train,cluster_0008,warehouse rack,warehouse rack,obs_torwic_cross_day_aisle_bundle_v1__2022-06-23__Aisle_CW_Run_1_000007_008,torwic_cross_day_aisle_bundle_v1__2022-06-23__Aisle_CW_Run_1,torwic_cross_day_aisle_bundle_v1__2022-06-23__Aisle_CW_Run_1_000007,7,trk_torwic_cross_day_aisle_bundle_v1__2022-06-23__Aisle_CW_Run_1_008,2022-06-23__Aisle_CW_Run_1::000007::warehouse_rack_008,static_like,1,non_ambiguous,canonical_label_to_p197_ontology_mapping,rack_shelf,,,,p199_auxiliary_semantic_category_static_dynamic_not_admission,949.6310538116592,331.88130605381167,402.0,114.0,35680.0,35680.0,402.0,114.0,0.33092713356018066,outputs/torwic_cross_day_aisle_bundle_v1__2022-06-23__Aisle_CW_Run_1/observation_output/observations_index.json
p199_semantic_00071,cross_day:obs_torwic_cross_day_aisle_bundle_v1__2022-06-23__Aisle_CW_Run_1_000007_007,cross_day,train,cluster_0005,work table,work table,obs_torwic_cross_day_aisle_bundle_v1__2022-06-23__Aisle_CW_Run_1_000007_007,torwic_cross_day_aisle_bundle_v1__2022-06-23__Aisle_CW_Run_1,torwic_cross_day_aisle_bundle_v1__2022-06-23__Aisle_CW_Run_1_000007,7,trk_torwic_cross_day_aisle_bundle_v1__2022-06-23__Aisle_CW_Run_1_007,2022-06-23__Aisle_CW_Run_1::000007::work_table_007,static_like,1,non_ambiguous,p197_semantic_hint_categories,misc_static_feature;fixed_machinery,static_like,matched_torwic_segmentation,"data/TorWIC_SLAM_Dataset/Jun. 23, 2022/Aisle_CW_Run_1.zip::Aisle_CW_Run_1/segmentation_color_left/000007.png;data/TorWIC_SLAM_Dataset/Jun. 23, 2022/Aisle_CW_Run_1.zip::Aisle_CW_Run_1/segmentation_greyscale_left/000007.png;data/TorWIC_SLAM_Dataset/Jun. 23, 2022/Aisle_CW_Run_1.zip::Aisle_CW_Run_1/segmentation_color_right/000007.png;data/TorWIC_SLAM_Dataset/Jun. 23, 2022/Aisle_CW_Run_1.zip::Aisle_CW_Run_1/segmentation_greyscale_right/000007.png",p199_auxiliary_semantic_category_static_dynamic_not_admission,367.29896443043674,352.4561008554705,80.0,44.0,2221.0,2221.0,80.0,44.0,0.33281874656677246,outputs/torwic_cross_day_aisle_bundle_v1__2022-06-23__Aisle_CW_Run_1/observation_output/observations_index.json
p199_semantic_00072,cross_day:obs_torwic_cross_day_aisle_bundle_v1__2022-06-23__Aisle_CW_Run_1_000007_001,cross_day,train,cluster_0004,forklift,forklift,obs_torwic_cross_day_aisle_bundle_v1__2022-06-23__Aisle_CW_Run_1_000007_001,torwic_cross_day_aisle_bundle_v1__2022-06-23__Aisle_CW_Run_1,torwic_cross_day_aisle_bundle_v1__2022-06-23__Aisle_CW_Run_1_000007,7,trk_torwic_cross_day_aisle_bundle_v1__2022-06-23__Aisle_CW_Run_1_001,2022-06-23__Aisle_CW_Run_1::000007::forklift_001,dynamic_or_non_static_like,0,non_ambiguous,canonical_label_to_p197_ontology_mapping,fork_truck,,,,p199_auxiliary_semantic_category_static_dynamic_not_admission,56.50347912524851,352.64910536779325,146.0,89.0,6036.0,6036.0,146.0,89.0,0.48785141110420227,outputs/torwic_cross_day_aisle_bundle_v1__2022-06-23__Aisle_CW_Run_1/observation_output/observations_index.json
